date,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,region
2020-06-22,1.094214238988757,1.0910450601440194,1.0069297096874963,1.1814461729934043,44.862747205118815,38.7695833683898,21.449968971466014,12.0,74.0,La Altagracia
2020-06-23,1.093863030139295,1.0900718496104573,1.0009184472041686,1.1786823209692152,45.65465400131171,39.320624633351706,28.599958628621348,16.0,41.0,La Altagracia
2020-06-24,1.0908287867251083,1.090221934180246,1.0129393563272522,1.1861636865195895,46.457131990143075,39.90640103995812,39.324943114354355,22.0,83.0,La Altagracia
2020-06-25,1.0866691041741334,1.0846210523957984,0.9948128544801441,1.1652030551607593,47.26633712487347,40.48437038329622,30.38745604291018,17.0,75.0,La Altagracia
2020-06-26,1.0847859873614516,1.0829018711097285,0.9960881947454479,1.1674650653552185,48.07426365894666,41.09677436262899,35.74994828577668,20.0,96.0,La Altagracia
2020-06-27,1.0783849552366365,1.0759141885101204,0.9871054827003772,1.16074697601475,48.86576136982958,41.73674448283133,32.323911575056414,19.0,114.0,La Altagracia
2020-06-28,1.07330410476856,1.0702738494513173,1.0012811778229846,1.1642947815241342,49.641389619522,42.40970684678008,48.26243018579852,27.0,106.0,La Altagracia
2020-06-29,1.0681281280181139,1.066218389533041,0.9787936251288771,1.1464551624031822,50.38942211430428,43.09085046771175,14.299979314310674,8.0,71.0,La Altagracia
2020-06-30,1.060610851531846,1.0603016696861844,0.9719876604457827,1.1358970399030055,51.097485030783,43.80318757067468,33.962450871487846,19.0,87.0,La Altagracia
2020-07-01,1.052569419417814,1.050014381922003,0.9696289044076156,1.1295547670554624,51.76510780519209,44.53441184533442,39.1445534670408,22.0,109.0,La Altagracia
2020-07-02,1.0420435835592703,1.03887245904175,0.9594611442868508,1.118643473841932,52.379096822278555,45.285040328938,50.37492712995805,40.0,154.0,La Altagracia
2020-07-03,1.0322611771936265,1.0276404483236266,0.9500303612146466,1.1056450137107119,52.92199145196487,46.056074145100006,62.900584686596275,36.0,111.0,La Altagracia
2020-07-04,1.020793624247959,1.018775559784661,0.9357531700698897,1.0903333460968485,53.37415925691517,46.830096983933586,66.87705843115121,50.0,145.0,La Altagracia
2020-07-05,1.0115478380331222,1.0078005023303724,0.9248832221946804,1.0844922108576664,53.725240433180204,47.61309783238142,42.89993794293203,24.0,82.0,La Altagracia
2020-07-06,0.9988577453042005,0.9991938786928694,0.9228318227510727,1.0807457632527402,53.9674569145632,48.39513232910813,3.5749948285776685,2.0,24.0,La Altagracia
2020-07-07,0.9875787493689354,0.9885312298317873,0.9139813059969975,1.0664931660185866,54.101464949336645,49.17918937068135,50.10206294133745,31.0,120.0,La Altagracia
2020-07-08,0.9751779959082063,0.9776881666637021,0.884233151820715,1.0423216109373565,54.119045038580936,49.93879518797598,52.10421567322527,36.0,134.0,La Altagracia
2020-07-09,0.9647100715628418,0.9633302283506542,0.8876557012173802,1.0498276443639967,54.01193936287041,50.682317207129664,78.13549848358961,56.0,139.0,La Altagracia
2020-07-10,0.9540554734740984,0.9513859824893798,0.8750678313669688,1.0326414624885691,53.77942485043349,51.40024385553476,52.64179885080616,38.0,140.0,La Altagracia
2020-07-11,0.9426846914192979,0.9397794812467468,0.8542529968839121,1.0104887651849694,53.42886128435651,52.07228544659071,83.62700058867807,47.0,109.0,La Altagracia
2020-07-12,0.9301612474881849,0.9272810872985737,0.8567559353388682,1.0158683852956234,52.96946998913972,52.70311331260836,54.09307651335972,41.0,147.0,La Altagracia
2020-07-13,0.920724755453123,0.9196220218669353,0.8281566625637558,0.9857946431745321,52.40053287747505,53.273444480588026,25.02496380004368,14.0,66.0,La Altagracia
2020-07-14,0.9118505926461693,0.9100478096222733,0.8402715260699717,0.9977866062138656,51.71540463301316,53.774278100499814,77.87885431295976,155.0,386.0,La Altagracia
2020-07-15,0.9013346636450835,0.8978621518603296,0.8268911029104458,0.9779857815114724,50.92751812435433,54.19448927709026,62.5624095001092,35.0,104.0,La Altagracia
2020-07-16,0.8923368232265555,0.8898642234708062,0.8147478000718288,0.9613108716816358,50.05761320706943,54.538841229600585,73.73892328059745,73.0,192.0,La Altagracia
2020-07-17,0.8851777691393892,0.8800755715969372,0.8180930019787693,0.964128841116917,49.10703198201284,54.770770905915775,40.28056673199339,27.0,130.0,La Altagracia
2020-07-18,0.8820051377574473,0.8803387876693265,0.7978956924475448,0.9408260493026045,48.080043198430104,54.91808539364395,61.8968519522357,45.0,141.0,La Altagracia
2020-07-19,0.8791729167700905,0.8747632095618332,0.8126199452027403,0.9479503901584647,46.99671037855047,54.96304500995054,57.09550736154825,63.0,214.0,La Altagracia
2020-07-20,0.875037549216136,0.872714335064871,0.7998115665871391,0.9417893852524125,45.889780253939435,54.90193582281548,68.08653714745927,66.0,188.0,La Altagracia
2020-07-21,0.8717573188118503,0.8709452430878912,0.8015878957796452,0.9441841897690143,44.78103125766786,54.7341223718632,57.199917257242696,32.0,92.0,La Altagracia
2020-07-22,0.8696529231776645,0.8677804608751338,0.8042531986858656,0.9484727882179651,43.66855784901733,54.46044345402168,72.52507891210138,89.0,238.0,La Altagracia
2020-07-23,0.8691107696683935,0.8669993643284974,0.7939134004765938,0.9343572137914833,42.550414221036085,54.08265019452552,53.803672170093904,43.0,155.0,La Altagracia
2020-07-24,0.8710029176757595,0.8707288975890961,0.7942717639275417,0.9320821340491116,41.43534960283137,53.60345528349537,108.17952316074158,111.0,199.0,La Altagracia
2020-07-25,0.8712784386570301,0.8725553074427913,0.8066319783166624,0.9444390022273997,40.33738829602704,53.02721515811392,97.65947752463853,213.0,423.0,La Altagracia
2020-07-26,0.8727535380717911,0.8714562528988212,0.7981204566824663,0.9354718313846727,39.273721516056,52.36113907569922,92.40835897339657,81.0,170.0,La Altagracia
2020-07-27,0.8768577099669547,0.8742860447854846,0.8017515022394115,0.9396575039225552,38.24729291512729,51.615095267468995,50.0726775671783,71.0,275.0,La Altagracia
2020-07-28,0.8787396259615642,0.8765636084461661,0.8040617561888339,0.9434354393390723,37.25670024757624,50.79966143453733,107.1792857488713,63.0,114.0,La Altagracia
2020-07-29,0.8838537739923238,0.8796643291591671,0.805674968136674,0.9515060854712036,36.31209820096169,49.924721999257514,21.449968971466014,12.0,108.0,La Altagracia
2020-07-30,0.8890832685421999,0.8857723938483093,0.8096710783627002,0.9558805983978349,35.41516004159542,48.99982435042923,38.788693890067705,31.0,155.0,La Altagracia
2020-07-31,0.8950534356540342,0.8908454360295892,0.81902939401291,0.9659419252753723,34.56807615785865,48.03477544838066,68.95767802678702,96.0,270.0,La Altagracia
2020-08-01,0.9028431061036212,0.9000900196900086,0.8197562662017698,0.9704745615456505,33.77686128452668,47.039957711399545,10.724984485733007,6.0,19.0,La Altagracia
2020-08-02,0.9087350090617093,0.907977717007387,0.8273014418602225,0.9725486278954318,33.04409764024557,46.02554456987948,16.08747672859951,9.0,75.0,La Altagracia
2020-08-03,0.9148289858049558,0.9124986878447399,0.8453222920677037,0.9912103433826607,32.37421022083673,45.000759118945126,43.29900713309883,48.0,215.0,La Altagracia
2020-08-04,0.9233051817210388,0.9192850549822464,0.8504604079523068,1.0026270293758355,31.763675973260813,43.97441928771437,34.88930138260058,34.0,189.0,La Altagracia
2020-08-05,0.9319221698191872,0.9281722992105743,0.846321301530185,1.0012391537539844,31.205563477655954,42.95467603412976,69.05562927398417,47.0,132.0,La Altagracia
2020-08-06,0.939388811401843,0.9388522171345645,0.8593426153566555,1.0155101848581998,30.70365017310608,41.948889837107735,69.26552480369233,85.0,238.0,La Altagracia
2020-08-07,0.9456611892161125,0.9445171940873576,0.8598044632220352,1.0158667166750666,30.263051496148858,40.963889855568596,62.9465646461625,37.0,114.0,La Altagracia
2020-08-08,0.9524782432962656,0.9507838420207921,0.8644152073322541,1.0212239583272433,29.878927791688618,40.005985586786565,30.274102548345525,32.0,205.0,La Altagracia
2020-08-09,0.9590119157711837,0.9563788171186093,0.8819742634196002,1.0429057289400057,29.540782759137684,39.08102540582967,40.90995058718078,54.0,256.0,La Altagracia
2020-08-10,0.9652502507365878,0.9626003504621596,0.8795419541663304,1.0433070474371888,29.243505747147474,38.19404627991336,19.662471557177177,11.0,94.0,La Altagracia
2020-08-11,0.9711056804984954,0.9686017204423853,0.8948237953507833,1.0469539145834774,28.986154293937556,37.348713605288474,50.65687634896901,35.0,134.0,La Altagracia
2020-08-12,0.9763522300119247,0.9720921514494512,0.8946474438864032,1.0518019322865317,28.767390083246795,36.54793641648546,25.02496380004368,14.0,97.0,La Altagracia
2020-08-13,0.9814249023813502,0.978606973250183,0.8966274353092175,1.0558725364126071,28.584366375575243,35.794506196277204,49.93754003811111,43.0,167.0,La Altagracia
2020-08-14,0.9844517330290735,0.9833864550249583,0.9000668032168126,1.0607094784400777,28.433307061986568,35.090632549554314,28.381971139073926,24.0,164.0,La Altagracia
2020-08-15,0.9862381856714788,0.9827294283193755,0.8973649490198982,1.0585064213838136,28.311050064014154,34.43731988799709,29.129849166454004,38.0,253.0,La Altagracia
2020-08-16,0.9866223810415353,0.9827632458397638,0.8975713553929496,1.0636970056828285,28.210002580401905,33.8344026932212,19.662471557177177,11.0,54.0,La Altagracia
2020-08-17,0.9899129815632394,0.9879663057206056,0.9078148600098029,1.08100295165443,28.1208160684783,33.28103474879265,10.724984485733007,6.0,53.0,La Altagracia
