date,mean,median,lower_80,upper_80,infections,test_adjusted_positive,test_adjusted_positive_raw,positive,tests,region
2020-05-26,1.3834229254547064,1.3865822663751708,1.2609709133566165,1.4980448348341586,5.465320293867379,2.190583994038415,1.9829287894103063,1.0,21.0,San Pedro de Macorís
2020-05-27,1.3698080176832428,1.375968525718947,1.2487534961051419,1.4784442090147687,5.850624517853333,2.444933404956847,1.9829287894103063,1.0,3.0,San Pedro de Macorís
2020-05-28,1.3531984986053178,1.3522762612864068,1.2358422289801587,1.449581849406754,6.250181658637249,2.6557519221190025,3.9658575788206125,2.0,21.0,San Pedro de Macorís
2020-05-29,1.3386575786584873,1.337847273378754,1.2333957773178996,1.4597517211402025,6.66274716019192,2.9028165334142817,9.91464394705153,5.0,25.0,San Pedro de Macorís
2020-05-30,1.3232300204736396,1.3184946754112332,1.2242311821391136,1.4412800970819883,7.085825520762098,3.1574219056325123,5.303362487756192,4.0,51.0,San Pedro de Macorís
2020-05-31,1.3080534001736794,1.3007252769012272,1.2025195729124851,1.4158087602129545,7.517677305995699,3.4539266702623452,0.0,0.0,22.0,San Pedro de Macorís
2020-06-01,1.2927957508203796,1.292501808910987,1.1875906440036978,1.391792830604648,7.947960138078374,3.7259700667245172,0.0,0.0,0.0,San Pedro de Macorís
2020-06-02,1.2788479400984847,1.2763774824472298,1.1853452975395429,1.398214848457983,8.395312622500818,4.021659776114221,3.9658575788206125,2.0,25.0,San Pedro de Macorís
2020-06-03,1.2628207006711871,1.2610424483659979,1.1595167053449231,1.3675547869901188,8.843350463669282,4.337369941778018,1.9829287894103063,1.0,4.0,San Pedro de Macorís
2020-06-04,1.2509484711802505,1.2527153546291352,1.1371109153385097,1.3452114576832759,9.29140420242267,4.668987367978322,1.9829287894103063,1.0,18.0,San Pedro de Macorís
2020-06-05,1.2369111893759765,1.2365834435602236,1.1228698020518997,1.3330295196274033,9.73888920430691,5.0124638583337875,5.482530139369578,3.0,37.0,San Pedro de Macorís
2020-06-06,1.222168030187322,1.2214651580669795,1.109223768859908,1.3130672639262604,10.185101555319228,5.376802006705341,0.0,0.0,22.0,San Pedro de Macorís
2020-06-07,1.2116246133048212,1.2108664259917674,1.1146019465470496,1.3145619371173953,10.628489641377936,5.748218792604656,5.071340378916859,3.0,40.0,San Pedro de Macorís
2020-06-08,1.201165273367324,1.2007192494398728,1.0959348618462785,1.293489121929694,11.065386901597462,6.1281781197004115,0.0,0.0,1.0,San Pedro de Macorís
2020-06-09,1.1917870580466452,1.1931225549124542,1.0944290693114613,1.2936548893241504,11.497044933584267,6.5209091719828605,5.948786368230919,3.0,10.0,San Pedro de Macorís
2020-06-10,1.1836465901947866,1.1835416593264019,1.0758176940627993,1.2745372711330534,11.925428465618033,6.928976755603132,5.948786368230919,3.0,26.0,San Pedro de Macorís
2020-06-11,1.1770504530838812,1.1725484294103086,1.076623316498361,1.2653906690879295,12.350310321677439,7.342747279667884,7.931715157641225,4.0,17.0,San Pedro de Macorís
2020-06-12,1.1714724559532492,1.1708671426281012,1.0661245871259926,1.2564367092235387,12.771968197766391,7.765243083595453,9.91464394705153,5.0,16.0,San Pedro de Macorís
2020-06-13,1.1645633606453296,1.1645661011296826,1.0557140471865958,1.2465644076988671,13.19175333190153,8.18929460262996,11.897572736461838,6.0,29.0,San Pedro de Macorís
2020-06-14,1.1581229449899613,1.156177706334006,1.054766931878111,1.241751662352165,13.611475873708725,8.621538101007847,4.3624433367026745,4.0,62.0,San Pedro de Macorís
2020-06-15,1.1513439955306963,1.1492759049725967,1.0608044220115262,1.2414734857446383,14.029839432631352,9.054905928208719,13.880501525872145,7.0,27.0,San Pedro de Macorís
2020-06-16,1.1463248674536772,1.1454790950471696,1.046692530370668,1.2292413022764868,14.444746660966779,9.491541062316047,1.9829287894103063,1.0,10.0,San Pedro de Macorís
2020-06-17,1.1417053422083172,1.1407020283473663,1.0456112518763454,1.2364568056210377,14.854783608000231,9.926477183524348,11.897572736461838,6.0,29.0,San Pedro de Macorís
2020-06-18,1.137173971822208,1.1354128313521872,1.0302785811337103,1.2171430555242317,15.26078717573224,10.3628937338469,9.91464394705153,5.0,22.0,San Pedro de Macorís
2020-06-19,1.1349143886490074,1.1384696630763214,1.042915038795155,1.2281271185249325,15.664685600566234,10.796977568407648,13.880501525872145,7.0,27.0,San Pedro de Macorís
2020-06-20,1.1307273463282912,1.1300048921162067,1.048847059745463,1.2244452691884131,16.067015025595303,11.231003139599135,18.98045521933795,16.0,57.0,San Pedro de Macorís
2020-06-21,1.1251285580750434,1.12321993056065,1.0300718014675585,1.205533304470127,16.46982049292829,11.662680493988407,16.585515704633753,13.0,53.0,San Pedro de Macorís
2020-06-22,1.121691766898826,1.1199002063794454,1.0339059729572366,1.2105652661861335,16.872340616942846,12.09405909959332,7.931715157641225,4.0,29.0,San Pedro de Macorís
2020-06-23,1.1167822792684012,1.1161874271690682,1.0264598166354901,1.1990629678792053,17.269908896541413,12.523427475254111,7.931715157641225,4.0,19.0,San Pedro de Macorís
2020-06-24,1.1116162904354718,1.1089076360097632,1.0334243517249022,1.199618803822382,17.663015932664994,12.952359480488953,3.9658575788206125,2.0,27.0,San Pedro de Macorís
2020-06-25,1.1031965962997725,1.1028554071688768,1.007150201168114,1.179854600973431,18.05176019341477,13.375974221984475,13.75278746824911,12.0,59.0,San Pedro de Macorís
